,timestamp,load
0,1072911600.0,16.853
1,1072915200.0,16.45
2,1072918800.0,16.517
3,1072922400.0,16.873
4,1072926000.0,17.064
5,1072929600.0,17.727
6,1072933200.0,18.574
7,1072936800.0,19.355
8,1072940400.0,19.534
9,1072944000.0,18.611
10,1072947600.0,17.666
11,1072951200.0,16.374
12,1072954800.0,15.106
13,1072958400.0,14.455
14,1072962000.0,13.518
15,1072965600.0,13.138
16,1072969200.0,14.13
17,1072972800.0,16.809
18,1072976400.0,18.15
19,1072980000.0,18.235
20,1072983600.0,17.925
21,1072987200.0,16.904
22,1072990800.0,16.162
23,1072994400.0,14.75
24,1072998000.0,14.155
25,1073001600.0,14.038
26,1073005200.0,14.019
27,1073008800.0,14.489
28,1073012400.0,14.92
29,1073016000.0,16.072
30,1073019600.0,17.8
31,1073023200.0,19.089
32,1073026800.0,19.577
33,1073030400.0,20.047
34,1073034000.0,19.77
35,1073037600.0,18.564
36,1073041200.0,18.137
37,1073044800.0,17.046
38,1073048400.0,16.127
39,1073052000.0,15.448
40,1073055600.0,15.839
41,1073059200.0,17.727
42,1073062800.0,18.895
43,1073066400.0,18.65
44,1073070000.0,18.443
45,1073073600.0,17.58
46,1073077200.0,16.467
47,1073080800.0,15.258
48,1073084400.0,14.439
49,1073088000.0,14.272
50,1073091600.0,14.109
51,1073095200.0,14.081
52,1073098800.0,14.775
53,1073102400.0,15.491
54,1073106000.0,16.536
55,1073109600.0,18.197
56,1073113200.0,19.109
57,1073116800.0,18.012
58,1073120400.0,17.2
59,1073124000.0,15.95
60,1073127600.0,14.978
61,1073131200.0,14.162
62,1073134800.0,13.507
63,1073138400.0,13.414
64,1073142000.0,13.826
65,1073145600.0,15.825
66,1073149200.0,16.996
67,1073152800.0,16.394
68,1073156400.0,15.406
69,1073160000.0,14.278
70,1073163600.0,13.315
71,1073167200.0,12.424
72,1073170800.0,11.273
73,1073174400.0,10.415
74,1073178000.0,9.943
75,1073181600.0,9.859
76,1073185200.0,9.881
77,1073188800.0,10.248
78,1073192400.0,11.016
79,1073196000.0,12.78
80,1073199600.0,15.108
81,1073203200.0,15.68
82,1073206800.0,15.28
83,1073210400.0,14.605
84,1073214000.0,14.689
85,1073217600.0,14.642
86,1073221200.0,14.207
87,1073224800.0,13.614
88,1073228400.0,14.162
89,1073232000.0,16.237
90,1073235600.0,17.43
91,1073239200.0,17.218
92,1073242800.0,16.633
93,1073246400.0,15.238
94,1073250000.0,13.58
95,1073253600.0,11.727
96,1073257200.0,10.75
97,1073260800.0,10.321
98,1073264400.0,10.107
99,1073268000.0,10.065
100,1073271600.0,10.419
101,1073275200.0,12.101
102,1073278800.0,14.847
103,1073282400.0,15.259
104,1073286000.0,14.045
105,1073289600.0,14.009
106,1073293200.0,14.332
107,1073296800.0,13.908
108,1073300400.0,13.981
109,1073304000.0,13.865
110,1073307600.0,13.845
111,1073311200.0,14.35
112,1073314800.0,15.501
113,1073318400.0,17.307
114,1073322000.0,18.786
115,1073325600.0,19.089
116,1073329200.0,19.192
117,1073332800.0,18.416
118,1073336400.0,17.006
119,1073340000.0,16.018
120,1073343600.0,15.742
121,1073347200.0,15.682
122,1073350800.0,16.132
123,1073354400.0,16.761
124,1073358000.0,17.909
125,1073361600.0,20.234
126,1073365200.0,23.948
127,1073368800.0,24.789
128,1073372400.0,23.024
129,1073376000.0,20.613
130,1073379600.0,19.07
131,1073383200.0,17.447
132,1073386800.0,17.556
133,1073390400.0,18.506
134,1073394000.0,18.762
135,1073397600.0,19.162
136,1073401200.0,21.509
137,1073404800.0,25.314
138,1073408400.0,28.06
139,1073412000.0,28.768
140,1073415600.0,28.919
141,1073419200.0,28.653
142,1073422800.0,27.406
143,1073426400.0,26.507
144,1073430000.0,26.014
145,1073433600.0,26.447
146,1073437200.0,27.286
147,1073440800.0,27.923
148,1073444400.0,29.13
149,1073448000.0,31.503
150,1073451600.0,34.9
151,1073455200.0,35.201
152,1073458800.0,32.405
153,1073462400.0,29.694
154,1073466000.0,27.298
155,1073469600.0,25.243
156,1073473200.0,23.481
157,1073476800.0,22.095
158,1073480400.0,20.617
159,1073484000.0,21.013
160,1073487600.0,23.676
161,1073491200.0,27.329
162,1073494800.0,29.685
163,1073498400.0,29.838
164,1073502000.0,29.806
165,1073505600.0,28.704
166,1073509200.0,27.069
167,1073512800.0,25.708
168,1073516400.0,25.104
169,1073520000.0,25.122
170,1073523600.0,25.464
171,1073527200.0,25.715
172,1073530800.0,26.219
173,1073534400.0,28.552
174,1073538000.0,31.815
175,1073541600.0,32.289
176,1073545200.0,28.968
177,1073548800.0,25.705
178,1073552400.0,23.297
179,1073556000.0,23.09
180,1073559600.0,23.244
181,1073563200.0,23.081
182,1073566800.0,22.421
183,1073570400.0,22.883
184,1073574000.0,24.436
185,1073577600.0,26.555
186,1073581200.0,27.394
187,1073584800.0,27.486
188,1073588400.0,26.89
189,1073592000.0,25.529
190,1073595600.0,23.869
191,1073599200.0,22.278
192,1073602800.0,21.175
193,1073606400.0,21.056
194,1073610000.0,21.241
195,1073613600.0,22.062
196,1073617200.0,23.026
197,1073620800.0,25.61
198,1073624400.0,27.22
199,1073628000.0,27.57
200,1073631600.0,27.422
201,1073635200.0,26.881
202,1073638800.0,26.574
203,1073642400.0,25.648
204,1073646000.0,24.98
205,1073649600.0,24.682
206,1073653200.0,24.955
207,1073656800.0,24.932
208,1073660400.0,25.497
209,1073664000.0,27.668
210,1073667600.0,28.784
211,1073671200.0,28.113
212,1073674800.0,27.311
213,1073678400.0,26.327
214,1073682000.0,24.967
215,1073685600.0,23.824
216,1073689200.0,23.405
217,1073692800.0,23.507
218,1073696400.0,24.067
219,1073700000.0,24.786
220,1073703600.0,25.418
221,1073707200.0,26.631
222,1073710800.0,28.56
223,1073714400.0,30.242
224,1073718000.0,32.387
225,1073721600.0,31.926
226,1073725200.0,29.308
227,1073728800.0,27.017
228,1073732400.0,24.909
229,1073736000.0,23.193
230,1073739600.0,22.257
231,1073743200.0,22.457
232,1073746800.0,23.909
233,1073750400.0,27.515
234,1073754000.0,29.526
235,1073757600.0,30.073
236,1073761200.0,30.858
237,1073764800.0,30.698
238,1073768400.0,30.208
239,1073772000.0,30.056
240,1073775600.0,30.404
241,1073779200.0,31.248
242,1073782800.0,32.423
243,1073786400.0,33.58
244,1073790000.0,34.564
245,1073793600.0,36.114
246,1073797200.0,37.525
247,1073800800.0,39.584
248,1073804400.0,39.231
249,1073808000.0,34.593
250,1073811600.0,30.121
251,1073815200.0,26.561
252,1073818800.0,23.855
253,1073822400.0,22.215
254,1073826000.0,21.345
255,1073829600.0,21.376
256,1073833200.0,22.021
257,1073836800.0,25.327
258,1073840400.0,27.099
259,1073844000.0,27.045
260,1073847600.0,26.942
261,1073851200.0,25.751
262,1073854800.0,24.813
263,1073858400.0,23.683
264,1073862000.0,22.937
265,1073865600.0,22.999
266,1073869200.0,22.895
267,1073872800.0,23.236
268,1073876400.0,23.658
269,1073880000.0,25.624
270,1073883600.0,28.145
271,1073887200.0,28.175
272,1073890800.0,24.992
273,1073894400.0,21.752
274,1073898000.0,19.509
275,1073901600.0,17.4
276,1073905200.0,16.29
277,1073908800.0,15.236
278,1073912400.0,14.436
279,1073916000.0,14.126
280,1073919600.0,15.495
281,1073923200.0,18.489
282,1073926800.0,20.561
283,1073930400.0,21.313
284,1073934000.0,21.503
285,1073937600.0,20.629
286,1073941200.0,18.797
287,1073944800.0,17.698
288,1073948400.0,17.264
289,1073952000.0,17.243
290,1073955600.0,17.489
291,1073959200.0,17.879
292,1073962800.0,18.426
293,1073966400.0,20.744
294,1073970000.0,24.042
295,1073973600.0,24.794
296,1073977200.0,22.497
297,1073980800.0,19.879
298,1073984400.0,17.478
299,1073988000.0,15.949
300,1073991600.0,14.929
301,1073995200.0,14.631
302,1073998800.0,13.919
303,1074002400.0,13.972
304,1074006000.0,14.979
305,1074009600.0,18.117
306,1074013200.0,20.792
307,1074016800.0,21.363
308,1074020400.0,21.464
309,1074024000.0,20.611
310,1074027600.0,19.135
311,1074031200.0,18.118
312,1074034800.0,17.783
313,1074038400.0,18.038
314,1074042000.0,18.682
315,1074045600.0,19.462
316,1074049200.0,21.065
317,1074052800.0,23.642
318,1074056400.0,27.9
319,1074060000.0,28.745
320,1074063600.0,26.178
321,1074067200.0,22.731
322,1074070800.0,20.042
323,1074074400.0,17.946
324,1074078000.0,16.515
325,1074081600.0,15.786
326,1074085200.0,15.019
327,1074088800.0,15.349
328,1074092400.0,17.316
329,1074096000.0,20.734
330,1074099600.0,22.894
331,1074103200.0,23.031
332,1074106800.0,22.949
333,1074110400.0,22.076
334,1074114000.0,20.389
335,1074117600.0,18.333
336,1074121200.0,17.139
337,1074124800.0,16.644
338,1074128400.0,16.204
339,1074132000.0,16.466
340,1074135600.0,17.334
341,1074139200.0,19.731
342,1074142800.0,23.357
343,1074146400.0,24.458
344,1074150000.0,22.518
345,1074153600.0,21.217
346,1074157200.0,20.346
347,1074160800.0,19.135
348,1074164400.0,17.928
349,1074168000.0,17.161
350,1074171600.0,16.517
351,1074175200.0,17.013
352,1074178800.0,18.883
353,1074182400.0,22.288
354,1074186000.0,24.964
355,1074189600.0,25.613
356,1074193200.0,26.114
357,1074196800.0,25.584
358,1074200400.0,24.053
359,1074204000.0,22.958
360,1074207600.0,22.681
361,1074211200.0,22.975
362,1074214800.0,23.559
363,1074218400.0,24.192
364,1074222000.0,25.637
365,1074225600.0,27.554
366,1074229200.0,31.073
367,1074232800.0,31.962
368,1074236400.0,29.02
369,1074240000.0,26.546
370,1074243600.0,23.667
371,1074247200.0,22.016
372,1074250800.0,21.174
373,1074254400.0,19.152
374,1074258000.0,18.015
375,1074261600.0,17.946
376,1074265200.0,19.696
377,1074268800.0,22.812
378,1074272400.0,24.843
379,1074276000.0,25.042
380,1074279600.0,25.036
381,1074283200.0,24.419
382,1074286800.0,23.744
383,1074290400.0,23.057
384,1074294000.0,22.292
385,1074297600.0,22.323
386,1074301200.0,22.478
387,1074304800.0,23.042
388,1074308400.0,23.347
389,1074312000.0,23.842
390,1074315600.0,25.013
391,1074319200.0,26.703
392,1074322800.0,27.34
393,1074326400.0,25.872
394,1074330000.0,24.011
395,1074333600.0,21.688
396,1074337200.0,20.072
397,1074340800.0,19.323
398,1074344400.0,19.599
399,1074348000.0,20.013
400,1074351600.0,20.765
401,1074355200.0,21.958
402,1074358800.0,22.527
403,1074362400.0,22.225
404,1074366000.0,21.671
405,1074369600.0,20.271
406,1074373200.0,19.215
407,1074376800.0,18.218
408,1074380400.0,17.446
409,1074384000.0,17.085
410,1074387600.0,16.853
411,1074391200.0,17.016
412,1074394800.0,16.781
413,1074398400.0,16.975
414,1074402000.0,17.872
415,1074405600.0,19.875
416,1074409200.0,21.795
417,1074412800.0,22.607
418,1074416400.0,21.962
419,1074420000.0,21.227
420,1074423600.0,20.089
421,1074427200.0,19.468
422,1074430800.0,19.158
423,1074434400.0,18.821
424,1074438000.0,19.007
425,1074441600.0,20.435
426,1074445200.0,21.937
427,1074448800.0,22.022
428,1074452400.0,21.956
429,1074456000.0,21.109
430,1074459600.0,20.77
431,1074463200.0,19.869
432,1074466800.0,19.245
433,1074470400.0,19.527
434,1074474000.0,20.073
435,1074477600.0,20.864
436,1074481200.0,22.124
437,1074484800.0,24.085
438,1074488400.0,26.377
439,1074492000.0,27.862
440,1074495600.0,27.842
441,1074499200.0,26.335
442,1074502800.0,24.773
443,1074506400.0,23.525
444,1074510000.0,22.02
445,1074513600.0,20.717
446,1074517200.0,19.99
447,1074520800.0,20.519
448,1074524400.0,21.669
449,1074528000.0,25.628
450,1074531600.0,28.753
451,1074535200.0,30.086
452,1074538800.0,30.222
453,1074542400.0,29.701
454,1074546000.0,28.403
455,1074549600.0,26.964
456,1074553200.0,26.521
457,1074556800.0,26.851
458,1074560400.0,27.398
459,1074564000.0,28.007
460,1074567600.0,29.211
461,1074571200.0,31.858
462,1074574800.0,34.631
463,1074578400.0,35.052
464,1074582000.0,31.483
465,1074585600.0,28.058
466,1074589200.0,26.009
467,1074592800.0,23.811
468,1074596400.0,21.831
469,1074600000.0,20.534
470,1074603600.0,20.349
471,1074607200.0,20.844
472,1074610800.0,22.251
473,1074614400.0,25.392
474,1074618000.0,28.411
475,1074621600.0,29.13
476,1074625200.0,29.458
477,1074628800.0,28.556
478,1074632400.0,27.282
479,1074636000.0,25.883
480,1074639600.0,25.282
481,1074643200.0,25.317
482,1074646800.0,25.516
483,1074650400.0,25.855
484,1074654000.0,26.912
485,1074657600.0,29.155
486,1074661200.0,32.942
487,1074664800.0,33.47
488,1074668400.0,30.67
489,1074672000.0,29.323
490,1074675600.0,28.153
491,1074679200.0,27.164
492,1074682800.0,26.216
493,1074686400.0,24.774
494,1074690000.0,23.227
495,1074693600.0,21.458
496,1074697200.0,21.949
497,1074700800.0,25.327
498,1074704400.0,28.061
499,1074708000.0,28.464
500,1074711600.0,28.434
501,1074715200.0,27.586
502,1074718800.0,25.937
503,1074722400.0,24.564
504,1074726000.0,24.129
505,1074729600.0,24.366
506,1074733200.0,24.805
507,1074736800.0,25.171
508,1074740400.0,25.83
509,1074744000.0,27.714
510,1074747600.0,30.798
511,1074751200.0,30.376
512,1074754800.0,26.208
513,1074758400.0,22.605
514,1074762000.0,20.17
515,1074765600.0,18.522
516,1074769200.0,16.924
517,1074772800.0,16.993
518,1074776400.0,17.268
519,1074780000.0,17.985
520,1074783600.0,18.805
521,1074787200.0,21.54
522,1074790800.0,23.891
523,1074794400.0,24.434
524,1074798000.0,24.473
525,1074801600.0,23.842
526,1074805200.0,17.48
527,1074808800.0,16.273
528,1074812400.0,24.281
529,1074816000.0,22.358
530,1074819600.0,24.547
531,1074823200.0,25.616
532,1074826800.0,26.91
533,1074830400.0,28.976
534,1074834000.0,32.875
535,1074837600.0,33.467
536,1074841200.0,30.59
537,1074844800.0,28.172
538,1074848400.0,25.935
539,1074852000.0,23.526
540,1074855600.0,21.708
541,1074859200.0,20.296
542,1074862800.0,19.565
543,1074866400.0,19.472
544,1074870000.0,21.133
545,1074873600.0,23.621
546,1074877200.0,25.432
547,1074880800.0,25.51
548,1074884400.0,25.175
549,1074888000.0,24.033
550,1074891600.0,22.69
551,1074895200.0,21.594
552,1074898800.0,20.787
553,1074902400.0,20.836
554,1074906000.0,21.184
555,1074909600.0,21.166
556,1074913200.0,21.44
557,1074916800.0,22.006
558,1074920400.0,23.418
559,1074924000.0,24.95
560,1074927600.0,25.132
561,1074931200.0,23.27
562,1074934800.0,21.407
563,1074938400.0,20.2
564,1074942000.0,19.563
565,1074945600.0,18.314
566,1074949200.0,17.809
567,1074952800.0,17.662
568,1074956400.0,18.039
569,1074960000.0,20.305
570,1074963600.0,22.449
571,1074967200.0,22.909
572,1074970800.0,22.977
573,1074974400.0,22.759
574,1074978000.0,22.652
575,1074981600.0,21.832
576,1074985200.0,22.069
577,1074988800.0,22.236
578,1074992400.0,23.211
579,1074996000.0,23.581
580,1074999600.0,24.469
581,1075003200.0,25.694
582,1075006800.0,26.705
583,1075010400.0,28.797
584,1075014000.0,31.518
585,1075017600.0,32.346
586,1075021200.0,32.397
587,1075024800.0,32.792
588,1075028400.0,33.251
589,1075032000.0,33.333
590,1075035600.0,32.907
591,1075039200.0,33.128
592,1075042800.0,33.535
593,1075046400.0,34.977
594,1075050000.0,35.476
595,1075053600.0,35.306
596,1075057200.0,34.154
597,1075060800.0,32.955
598,1075064400.0,31.286
599,1075068000.0,30.325
600,1075071600.0,29.921
601,1075075200.0,29.954
602,1075078800.0,30.398
603,1075082400.0,30.821
604,1075086000.0,31.144
605,1075089600.0,31.969
606,1075093200.0,33.12
607,1075096800.0,34.409
608,1075100400.0,35.059
609,1075104000.0,34.92
610,1075107600.0,34.599
611,1075111200.0,33.546
612,1075114800.0,32.821
613,1075118400.0,31.306
614,1075122000.0,30.768
615,1075125600.0,30.549
616,1075129200.0,30.869
617,1075132800.0,32.066
618,1075136400.0,31.941
619,1075140000.0,30.786
620,1075143600.0,29.577
621,1075147200.0,28.187
622,1075150800.0,26.454
623,1075154400.0,25.513
624,1075158000.0,24.8
625,1075161600.0,24.637
626,1075165200.0,24.887
627,1075168800.0,24.714
628,1075172400.0,25.426
629,1075176000.0,26.12
630,1075179600.0,27.269
631,1075183200.0,28.224
632,1075186800.0,28.362
633,1075190400.0,28.046
634,1075194000.0,27.827
635,1075197600.0,27.177
636,1075201200.0,26.634
637,1075204800.0,26.293
638,1075208400.0,25.604
639,1075212000.0,25.439
640,1075215600.0,26.266
641,1075219200.0,27.896
642,1075222800.0,28.768
643,1075226400.0,28.22
644,1075230000.0,27.686
645,1075233600.0,26.485
646,1075237200.0,25.474
647,1075240800.0,24.37
648,1075244400.0,24.246
649,1075248000.0,24.903
650,1075251600.0,25.599
651,1075255200.0,26.22
652,1075258800.0,27.162
653,1075262400.0,29.358
654,1075266000.0,31.611
655,1075269600.0,33.018
656,1075273200.0,31.923
657,1075276800.0,29.348
658,1075280400.0,27.809
659,1075284000.0,26.171
660,1075287600.0,24.643
661,1075291200.0,23.258
662,1075294800.0,22.577
663,1075298400.0,22.096
664,1075302000.0,22.867
665,1075305600.0,25.737
666,1075309200.0,28.269
667,1075312800.0,28.224
668,1075316400.0,27.866
669,1075320000.0,26.833
670,1075323600.0,25.297
671,1075327200.0,24.314
672,1075330800.0,23.687
673,1075334400.0,23.477
674,1075338000.0,23.531
675,1075341600.0,23.809
676,1075345200.0,24.411
677,1075348800.0,25.88
678,1075352400.0,27.383
679,1075356000.0,28.239
680,1075359600.0,26.409
681,1075363200.0,24.147
682,1075366800.0,22.157
683,1075370400.0,20.462
684,1075374000.0,19.313
685,1075377600.0,18.165
686,1075381200.0,17.072
687,1075384800.0,17.149
688,1075388400.0,18.219
689,1075392000.0,21.105
690,1075395600.0,23.555
691,1075399200.0,24.155
692,1075402800.0,24.117
693,1075406400.0,23.399
694,1075410000.0,21.737
695,1075413600.0,20.49
696,1075417200.0,19.696
697,1075420800.0,19.593
698,1075424400.0,19.898
699,1075428000.0,20.22
700,1075431600.0,21.049
701,1075435200.0,22.845
702,1075438800.0,25.106
703,1075442400.0,25.749
704,1075446000.0,24.397
705,1075449600.0,21.677
706,1075453200.0,20.366
707,1075456800.0,19.693
708,1075460400.0,19.057
709,1075464000.0,18.415
710,1075467600.0,18.56
711,1075471200.0,20.459
712,1075474800.0,22.737
713,1075478400.0,25.064
714,1075482000.0,27.678
715,1075485600.0,28.121
716,1075489200.0,28.645
717,1075492800.0,28.492
718,1075496400.0,28.191
719,1075500000.0,27.794
720,1075503600.0,28.036
721,1075507200.0,29.051
722,1075510800.0,30.187
723,1075514400.0,31.347
724,1075518000.0,32.771
725,1075521600.0,34.436
726,1075525200.0,36.59
727,1075528800.0,38.438
728,1075532400.0,37.593
729,1075536000.0,34.911
730,1075539600.0,31.765
731,1075543200.0,28.705
732,1075546800.0,25.726
733,1075550400.0,23.238
734,1075554000.0,21.315
735,1075557600.0,20.591
736,1075561200.0,21.232
737,1075564800.0,23.752
738,1075568400.0,26.536
739,1075572000.0,27.505
740,1075575600.0,27.57
741,1075579200.0,27.44
742,1075582800.0,26.35
743,1075586400.0,25.912
744,1075590000.0,25.494
745,1075593600.0,25.876
746,1075597200.0,26.405
747,1075600800.0,27.203
748,1075604400.0,27.86
749,1075608000.0,28.936
750,1075611600.0,30.728
751,1075615200.0,33.111
752,1075618800.0,33.359
753,1075622400.0,29.647
754,1075626000.0,26.262
755,1075629600.0,23.487
756,1075633200.0,21.279
757,1075636800.0,19.11
758,1075640400.0,17.549
759,1075644000.0,17.191
760,1075647600.0,17.959
761,1075651200.0,20.13
762,1075654800.0,23.096
763,1075658400.0,23.714
764,1075662000.0,24.145
765,1075665600.0,24.198
766,1075669200.0,24.04
767,1075672800.0,23.758
768,1075676400.0,23.19
769,1075680000.0,23.522
770,1075683600.0,24.295
771,1075687200.0,25.337
772,1075690800.0,26.719
773,1075694400.0,29.597
774,1075698000.0,33.71
775,1075701600.0,34.609
776,1075705200.0,31.156
777,1075708800.0,28.567
778,1075712400.0,25.315
779,1075716000.0,21.627
780,1075719600.0,19.476
781,1075723200.0,18.151
782,1075726800.0,17.876
783,1075730400.0,18.819
784,1075734000.0,20.317
785,1075737600.0,22.815
786,1075741200.0,24.921
787,1075744800.0,25.381
788,1075748400.0,24.386
789,1075752000.0,23.879
790,1075755600.0,22.422
791,1075759200.0,20.843
792,1075762800.0,19.75
793,1075766400.0,19.827
794,1075770000.0,20.594
795,1075773600.0,21.347
796,1075777200.0,22.287
797,1075780800.0,23.881
798,1075784400.0,25.264
799,1075788000.0,26.092
800,1075791600.0,25.879
801,1075795200.0,25.458
802,1075798800.0,24.617
803,1075802400.0,23.017
804,1075806000.0,21.505
805,1075809600.0,18.849
806,1075813200.0,16.523
807,1075816800.0,16.18
808,1075820400.0,16.746
809,1075824000.0,18.941
810,1075827600.0,22.039
811,1075831200.0,22.985
812,1075834800.0,22.681
813,1075838400.0,22.372
814,1075842000.0,20.988
815,1075845600.0,19.473
816,1075849200.0,18.719
817,1075852800.0,18.53
818,1075856400.0,18.859
819,1075860000.0,19.201
820,1075863600.0,20.156
821,1075867200.0,22.723
822,1075870800.0,26.39
823,1075874400.0,27.117
824,1075878000.0,23.883
825,1075881600.0,20.921
826,1075885200.0,18.831
827,1075888800.0,17.555
828,1075892400.0,15.977
829,1075896000.0,14.921
830,1075899600.0,14.205
831,1075903200.0,14.046
832,1075906800.0,15.508
833,1075910400.0,18.281
834,1075914000.0,21.619
835,1075917600.0,23.001
836,1075921200.0,23.481
837,1075924800.0,23.263
838,1075928400.0,22.32
839,1075932000.0,21.368
840,1075935600.0,21.081
841,1075939200.0,21.389
842,1075942800.0,21.982
843,1075946400.0,22.571
844,1075950000.0,23.454
845,1075953600.0,25.634
846,1075957200.0,28.79
847,1075960800.0,29.492
848,1075964400.0,27.405
849,1075968000.0,25.859
850,1075971600.0,23.708
851,1075975200.0,21.859
852,1075978800.0,20.638
853,1075982400.0,20.578
854,1075986000.0,21.098
855,1075989600.0,22.052
856,1075993200.0,23.878
857,1075996800.0,25.969
858,1076000400.0,27.065
859,1076004000.0,26.958
860,1076007600.0,26.36
861,1076011200.0,25.135
862,1076014800.0,23.472
863,1076018400.0,22.041
864,1076022000.0,21.906
865,1076025600.0,21.923
866,1076029200.0,22.069
867,1076032800.0,22.425
868,1076036400.0,22.794
869,1076040000.0,24.017
870,1076043600.0,26.253
871,1076047200.0,26.735
872,1076050800.0,26.579
873,1076054400.0,26.534
874,1076058000.0,27.031
875,1076061600.0,26.317
876,1076065200.0,25.57
877,1076068800.0,25.159
878,1076072400.0,24.599
879,1076076000.0,25.082
880,1076079600.0,25.485
881,1076083200.0,25.805
882,1076086800.0,26.141
883,1076090400.0,25.266
884,1076094000.0,24.085
885,1076097600.0,22.684
886,1076101200.0,21.351
887,1076104800.0,20.214
888,1076108400.0,19.276
889,1076112000.0,18.753
890,1076115600.0,18.892
891,1076119200.0,18.978
892,1076122800.0,19.531
893,1076126400.0,19.984
894,1076130000.0,21.413
895,1076133600.0,23.34
896,1076137200.0,24.147
897,1076140800.0,24.257
898,1076144400.0,22.617
899,1076148000.0,20.919
900,1076151600.0,19.862
901,1076155200.0,19.625
902,1076158800.0,20.188
903,1076162400.0,20.694
904,1076166000.0,21.649
905,1076169600.0,23.412
906,1076173200.0,25.323
907,1076176800.0,25.502
908,1076180400.0,25.151
909,1076184000.0,24.471
910,1076187600.0,24.259
911,1076191200.0,23.715
912,1076194800.0,22.82
913,1076198400.0,22.548
914,1076202000.0,22.816
915,1076205600.0,22.901
916,1076209200.0,23.804
917,1076212800.0,24.718
918,1076216400.0,25.734
919,1076220000.0,27.8
920,1076223600.0,28.119
921,1076227200.0,26.321
922,1076230800.0,23.741
923,1076234400.0,21.677
924,1076238000.0,20.28
925,1076241600.0,18.685
926,1076245200.0,17.17
927,1076248800.0,16.756
928,1076252400.0,17.034
929,1076256000.0,19.159
930,1076259600.0,23.049
931,1076263200.0,24.68
932,1076266800.0,24.969
933,1076270400.0,24.135
934,1076274000.0,23.089
935,1076277600.0,22.223
936,1076281200.0,21.674
937,1076284800.0,21.665
938,1076288400.0,22.213
939,1076292000.0,22.977
940,1076295600.0,24.149
941,1076299200.0,26.638
942,1076302800.0,29.491
943,1076306400.0,29.875
944,1076310000.0,27.13
945,1076313600.0,25.012
946,1076317200.0,23.398
947,1076320800.0,21.61
948,1076324400.0,19.924
949,1076328000.0,19.219
950,1076331600.0,18.491
951,1076335200.0,19.221
952,1076338800.0,20.29
953,1076342400.0,21.928
954,1076346000.0,24.03
955,1076349600.0,24.292
956,1076353200.0,23.861
957,1076356800.0,22.773
958,1076360400.0,21.14
959,1076364000.0,19.762
960,1076367600.0,19.298
961,1076371200.0,19.14
962,1076374800.0,19.42
963,1076378400.0,19.447
964,1076382000.0,20.062
965,1076385600.0,22.123
966,1076389200.0,24.813
967,1076392800.0,25.067
968,1076396400.0,22.724
969,1076400000.0,21.175
970,1076403600.0,19.361
971,1076407200.0,17.916
972,1076410800.0,16.274
973,1076414400.0,15.44
974,1076418000.0,15.017
975,1076421600.0,15.628
976,1076425200.0,16.64
977,1076428800.0,18.723
978,1076432400.0,21.435
979,1076436000.0,22.131
980,1076439600.0,21.919
981,1076443200.0,21.215
982,1076446800.0,19.612
983,1076450400.0,18.281
984,1076454000.0,17.929
985,1076457600.0,17.977
986,1076461200.0,17.806
987,1076464800.0,18.068
988,1076468400.0,18.956
989,1076472000.0,20.924
990,1076475600.0,24.104
991,1076479200.0,24.775
992,1076482800.0,22.805
993,1076486400.0,21.379
994,1076490000.0,19.98
995,1076493600.0,18.143
996,1076497200.0,16.853
997,1076500800.0,16.169
998,1076504400.0,15.662
999,1076508000.0,16.14
1000,1076511600.0,17.735
1001,1076515200.0,19.857
1002,1076518800.0,22.457
1003,1076522400.0,22.916
1004,1076526000.0,23.151
1005,1076529600.0,22.335
1006,1076533200.0,20.937
1007,1076536800.0,19.386
1008,1076540400.0,18.417
1009,1076544000.0,18.403
1010,1076547600.0,18.606
1011,1076551200.0,18.705
1012,1076554800.0,19.439
1013,1076558400.0,21.334
1014,1076562000.0,24.3
1015,1076565600.0,25.041
1016,1076569200.0,23.013
1017,1076572800.0,22.483
1018,1076576400.0,23.051
1019,1076580000.0,21.795
1020,1076583600.0,21.165
1021,1076587200.0,19.962
1022,1076590800.0,19.343
1023,1076594400.0,18.569
1024,1076598000.0,18.852
1025,1076601600.0,20.283
1026,1076605200.0,23.505
1027,1076608800.0,24.782
1028,1076612400.0,25.105
1029,1076616000.0,24.655
1030,1076619600.0,23.128
1031,1076623200.0,21.779
1032,1076626800.0,21.122
1033,1076630400.0,21.004
1034,1076634000.0,21.5
1035,1076637600.0,21.575
1036,1076641200.0,22.221
1037,1076644800.0,24.049
1038,1076648400.0,27.225
1039,1076652000.0,27.219
1040,1076655600.0,23.215
1041,1076659200.0,19.963
1042,1076662800.0,18.116
1043,1076666400.0,16.048
1044,1076670000.0,14.891
1045,1076673600.0,14.102
1046,1076677200.0,13.6
1047,1076680800.0,13.603
1048,1076684400.0,14.282
1049,1076688000.0,16.17
1050,1076691600.0,18.808
1051,1076695200.0,19.915
1052,1076698800.0,20.449
1053,1076702400.0,20.116
1054,1076706000.0,19.484
1055,1076709600.0,18.099
1056,1076713200.0,17.074
1057,1076716800.0,16.754
1058,1076720400.0,17.016
1059,1076724000.0,17.128
1060,1076727600.0,17.579
1061,1076731200.0,18.212
1062,1076734800.0,19.476
1063,1076738400.0,21.016
1064,1076742000.0,22.439
1065,1076745600.0,22.22
1066,1076749200.0,21.482
1067,1076752800.0,20.234
1068,1076756400.0,19.702
